product_name,product_category,product_price,product_description,brand_name,stock_quantity,manufacturer,sku,weight,color
Wireless Earbud Silicone Covers,Accessories,5178.4,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Cogilith,354,Devshare,,18.2,Teal
Non-Stick Grill Mat,Outdoor,9684.95,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Meembee,3,Avavee,43353-856,77.7,Aquamarine
Ice Cream,Food - Frozen Foods,3312.45,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Eire,71,Miboo,0338-0663,57.9,Teal
Trail Mix (Deluxe),Food - Snacks,576.89,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Oyoyo,805,Twitterbeat,55154-2391,19.8,Green
Canvas Tote Bag,,5116.31,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Dablist,313,Twimbo,10096-0191,72.9,Teal
Pumpkin Pie Spice,Food - Baking,2712.5,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Jabbersphere,498,Jayo,42961-002,91.5,Crimson
Air Mattress,Outdoor,2923.64,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Devify,964,Dabjam,0046-2575,23.7,Teal
Printed Maxi Skirt,Clothing - Skirts,1636.73,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Skimia,645,Rhynoodle,51815-215,56.4,Goldenrod
Smart Thermostat,,7364.04,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Dabshots,520,Skimia,0006-0710,84.1,Mauv
Butternut Squash Ravioli,Food - Frozen Foods,,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Mydo,607,Buzzster,63824-743,84.4,Indigo
Cheese Stuffed Jalapenos,Food - Snacks,4512.51,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",Centidel,218,Centidel,59676-310,59.4,Mauv
Bamboo Bathtub Caddy,Home,651.94,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Realfire,487,Yodo,58668-5351,80.9,
Avocado Oil,Food - Oils,8758.3,,Pixope,822,Yambee,60429-018,22.1,Indigo
Self-Watering Planter,Garden,6923.02,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Browsecat,742,Rhycero,60681-1304,31.4,Blue
Coconut Milk Yogurt,Food - Dairy Alternatives,9585.08,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Eare,323,Edgepulse,55154-3192,71.3,Yellow
Honey,Food - Condiments,2544.99,,Skynoodle,509,JumpXS,54868-0028,47.7,Indigo
Smartphone Stand,Accessories,2844.49,,Trudeo,655,Tazzy,63868-765,2.3,Yellow
Whole Wheat Pasta,Food - Grains,6614.4,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Avamm,536,Leenti,68084-271,54.4,Orange
Personalized Keychain,Accessories,2619.61,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Avavee,823,Topdrive,63972-010,72.7,Turquoise
Wireless Car Charger,Automotive,6962.73,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Oba,349,,53217-019,33,Yellow
Falafel Mix,Food - Baking & Cooking,8316.13,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Brainlounge,718,Abatz,16590-038,46.7,Pink
Waterproof Rain Boots,Clothing - Footwear,7277.82,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Mycat,160,Skimia,54868-1198,23.8,Purple
Portable Camping Stove,Outdoor,7306.84,,Youspan,771,Aivee,0268-0146,60.7,Maroon
Sunglasses Case,Accessories,4144.88,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Ailane,989,Thoughtworks,49035-852,66.4,Khaki
Portable Speaker Stand,Audio,8747.77,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Realpoint,697,Quinu,41250-873,59.5,Goldenrod
Maple Almond Butter,Food - Nut Butters,6135.2,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Quimm,622,Bluejam,55154-5371,24.8,Purple
Smartphone Hand Grip,Accessories,5122.63,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Aibox,704,Viva,36987-2260,94.2,Goldenrod
Coconut Granola,Food - Snacks,5477.15,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Viva,,Zoomcast,68472-050,86.2,Fuscia
Memory Foam Mattress Pad,Home,4766.51,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Zoomcast,665,Quaxo,54868-0795,72.4,Green
,Outdoor,7213.34,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Yakijo,405,Feedfire,0641-6139,95.2,Khaki
Mediterranean Chickpea Salad,Food - Salads,9931.29,,Twitterbeat,388,Livefish,61589-1827,88.8,Pink
Handmade Leather Journal,Books,2151.29,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Kwilith,68,Tagchat,0378-3000,71.2,Goldenrod
Vegetable Spiralizer,Kitchen,,,Oyoba,65,Realpoint,0268-1066,2.6,Mauv
Chiffon Blouse,Clothing - Shirts,5331.73,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Gabspot,585,Zazio,55910-061,24.3,Khaki
,Food - Condiments,2732.64,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",Buzzshare,261,Fivespan,66803-001,0.4,Orange
Cauliflower Gnocchi,Food - Frozen Foods,3143,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Fatz,706,Skaboo,52959-658,96.8,Puce
Survival Gear Kit,Outdoor,3620.7,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Agivu,199,,41163-449,41.1,Mauv
Travel Makeup Organizer,Beauty,6920.59,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Thoughtstorm,134,Bubblebox,67938-2017,83.9,Purple
Trendy Bomber Jacket,Clothing - Outerwear,2551.23,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Dabfeed,30,Eadel,64922-240,81.8,Maroon
Professional Chef Knife,Kitchen,9367.08,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Yacero,643,Eabox,43596-0012,37.3,Turquoise
Sweet BBQ Dipping Sauce,Food - Condiments,3766.4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Jetpulse,952,Browsedrive,69231-002,43.2,Maroon
Spinach and Ricotta Ravioli,Food - Pasta,2.72,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Divavu,407,Reallinks,54868-1110,73.3,Red
Sriracha Honey Glaze,Food - Sauces,258.02,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Devbug,501,Oyoyo,49035-007,78.4,
Laptop Backpack,Accessories,5383.64,,Youspan,247,Voonix,11673-807,43.7,Mauv
Classic Baseball Cap,,5689.19,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Zoomcast,846,Rhynoodle,50228-136,45.9,Yellow
Blueberry Muffin Mix,Food - Baking,946.59,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Browseblab,729,Tagfeed,67296-0053,64.5,Orange
Multifunctional Baby Bottle Warmer,,9318.1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Feedmix,590,Myworks,67457-474,22.6,Teal
Pesto Pasta Salad,Food - Prepared Foods,8185.63,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Kwideo,617,Skimia,11523-7349,72.4,Pink
Handheld Garment Steamer,Home,,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",Photofeed,251,Fatz,52125-136,99.1,Orange
Wooden Toy Train Set,Toys,4453.5,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Yambee,457,Oyondu,68047-051,99,Orange
Electric Heat Pad,,1642.89,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Skyvu,74,Zoomdog,55714-4508,23.1,Indigo
Dog Training Clicker,Pets,7338.86,,Bubblebox,404,Babblestorm,55037-201,74,Orange
Over-the-Door Hooks,,1136.87,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Browsetype,390,Youspan,63481-553,0.6,Red
Canvas High-Top Sneakers,Clothing - Footwear,8238.16,,Roomm,872,Zooxo,67046-015,61.8,Blue
,Food - Bakery,3220.92,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Twimm,648,Babbleopia,64117-208,65.8,Khaki
Balsamic Glaze,Food - Condiments,4010.84,,Devbug,869,Oba,0924-5000,60.2,Green
Satin Slip Dress,Clothing - Dresses,3242.13,,Brainbox,322,Tanoodle,0078-0610,7.2,Pink
Potting Soil,Garden,2681.15,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Gigashots,116,Kare,49708-521,23.1,Khaki
Wooden Toy Train Set,,4912.09,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Topicware,994,Yamia,,63.5,Green
Plaid Flannel Shirt,Clothing - Tops,7602.38,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Photolist,130,Shufflester,37808-374,19.6,Red
Margherita Pizza,Food - Frozen Foods,5924.38,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Centizu,532,Kwimbee,0555-0096,2.2,
Kids' Dinosaur-Themed Lunchbox,Accessories,3781.2,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Photofeed,100,Digitube,49738-384,30.5,Purple
Camera Tripod,Photography,9395.48,,Einti,465,Twitterwire,58118-1404,30.2,Mauv
Smart WiFi Plug,Smart Home,9681.23,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",Bluejam,211,Vinder,0641-6023,39.6,Fuscia
Portable Pet Water Bottle,Pets,7225.95,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Youopia,683,Jamia,59779-246,93.3,Violet
Organic Quinoa Salad,Food - Prepared Meals,6412.17,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",Fanoodle,220,Mycat,50988-234,34,Yellow
Lemon Dill Salmon,Food - Seafood,6047.83,In congue. Etiam justo. Etiam pretium iaculis justo.,Gigabox,636,Yoveo,68788-9839,62.1,Purple
,Food - Snacks,6633.27,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Twitterlist,63,Skipfire,52125-271,7.1,Fuscia
Stylish Wide-Leg Trousers,Clothing - Bottoms,2240.49,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Skynoodle,434,DabZ,24658-303,2.1,Red
Adjustable Dog Harness,Pets,5940.6,,Oba,539,Yacero,57520-0387,64.2,Mauv
Biodegradable Phone Case,Accessories,7977.92,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Jatri,284,Photojam,54868-3726,91.4,Teal
Herbal Tea Infuser,Kitchen,8981.63,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Izio,272,Geba,63717-875,50.5,Aquamarine
Pet Hair Removal Roller,Pets,4422.22,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Vipe,,Gabcube,63629-5237,38.3,Pink
Lentils,Food - Grains,6373.29,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Photofeed,282,Cogibox,55316-069,54.7,Mauv
Self-Stirring Mug,Kitchen,6963.04,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Feedbug,273,Plajo,42291-369,35.2,Goldenrod
Chocolate Fudge Brownie Mix,Food - Baking,543.25,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Skyba,581,Yata,76354-109,80.7,Mauv
Kids' Gardening Kit,,,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Oyondu,718,Livefish,50563-169,92.9,Crimson
Smartphone Photography Tripod,Electronics,2991.23,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Quinu,352,Bubbletube,55714-2200,88.4,Indigo
Avocado Lime Dressing,Food - Condiments,4327.97,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Brainverse,649,Avamm,55154-5375,16.7,Fuscia
Tuscan Bean Soup,Food - Canned Goods,2738.89,,Rhyloo,792,Flashdog,0268-1097,2.2,Crimson
Mixed Berry Smoothie Pack,Food - Frozen Food,2414.52,,Oyonder,935,Feedfish,48433-301,69.6,Teal
Spinach and Ricotta Ravioli,Food - Pasta,3870.08,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Skivee,846,Midel,49349-189,88.5,Crimson
Hand Mixer,Kitchen,9673.45,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Plambee,330,Vitz,21749-523,94.1,Goldenrod
Stick Vacuums Cleaner,Home Appliances,4964.31,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Jabbersphere,723,Skiba,62713-815,20,Crimson
Travel Jewelry Organizer,,7332.3,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Centizu,387,Ailane,16590-232,71.5,Aquamarine
Tomato Paste,Food - Canned Goods,3461.31,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Wordware,425,,68788-9832,53.5,Green
Comfy Slippers,Footwear,8124.47,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Feednation,394,Jaloo,76237-110,75.7,Crimson
Spinach and Feta Stuffed Chicken Breast,Food - Meat,3500.63,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Buzzshare,604,Jaxnation,50458-561,15,Orange
Classic BBQ Sauce,Food - Condiments,9302.75,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Photobug,439,Meemm,50302-340,21.9,Maroon
Floral Wrap Top,Clothing - Tops,4748.18,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Thoughtstorm,152,Wikivu,10544-014,15.9,Teal
Non-Slip Yoga Socks,Fitness,,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Quamba,339,Trilith,,39.3,Puce
Chocolate Mint Protein Shake,Food - Beverages,1798.69,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Camimbo,71,Gabtune,36987-1303,92.9,Fuscia
Lentil Soup (canned),Food - Canned Goods,5640.38,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Rhybox,685,Jazzy,0009-3475,48.3,Teal
Gaming Headset,Gaming,9976.64,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Myworks,850,Meembee,54868-4271,78.2,
Interactive Plush Toy,Toys,4056.06,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Oyoba,,Wordify,54458-965,7.4,Indigo
DIY Candle Kit,Crafts,8160.73,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Twinte,896,Yodo,0363-4005,46.6,Goldenrod
